PC1,PC2,Cluster
4.677727112490761,1.5118102945636065,2
4.453283222763537,1.5981585272247258,2
3.824347004675445,1.597371318211543,2
3.593443479618043,1.4168343940481718,2
3.6418291603221906,1.1844450653062677,2
3.9564878356282014,0.9401732695022202,2
4.15295152967483,0.7167914801614663,2
4.122037140032535,0.5317904348312839,2
4.681198669863083,0.2658876038222031,2
5.36984036680442,-0.0352844466995129,2
5.799314371038691,-0.42429348874044764,2
5.5899334935303795,-0.6907470016696623,2
5.093963713042628,-0.998708827924182,2
4.588868022927781,-1.2102901484891981,2
4.087992112910706,-1.5575161009355847,2
2.9461323634791,-1.6926982540107813,1
2.6403584164935587,-1.7356556286368097,1
2.517218522631408,-1.5723324035338435,1
3.0904912902694175,-1.375659866958744,1
3.1140995766644797,-1.268655879298074,1
3.1656410620494477,1.2147606964342266,2
3.1037014091232127,1.310724189559404,1
3.1352985306433756,1.4462312549171104,1
3.1732653287676906,1.5416873156487323,2
3.387814106820218,1.7023254425642287,2
3.778293492421252,1.8048083304651241,2
3.7350865584304453,1.9028674423894905,2
4.407672939865172,1.6422584697569198,2
4.535498416752368,1.384642313565946,2
5.424961332657482,1.0554618022127764,2
5.841902960131911,0.7770225208849197,2
6.289305329872274,0.5449457409715297,2
6.5951638222185185,0.26002452383424013,2
6.645999920099528,-0.10835700178978952,2
6.926071238768622,-0.5524687709144049,2
6.5275551691040485,-0.9558625838117103,2
6.003034609692911,-1.40340420246485,2
4.560378043376434,-1.6301972139120857,2
3.9948232037647604,-1.915128285677351,2
3.665945037114019,-1.8702174267555753,2
3.8537031798625785,-1.9117760072089403,2
3.5819876318866233,-1.7632236312973693,2
3.0721592557067945,-1.657476570868384,1
3.4143122466371807,-1.503062562410307,2
3.4560194014540455,0.9104258002457669,2
4.0933821497021485,1.1591150651005009,2
3.976174162070904,1.3880841861720041,2
3.989760023826838,1.5887134192606727,2
3.8798466066715958,1.7017940042438304,2
3.853021831817297,1.5914109610538512,2
4.36882929926608,1.5549185112792272,2
4.8280570104452165,1.4904916525303917,2
5.315032767787436,1.3569108518825685,2
5.225349195330815,1.113144151656302,2
5.074451643896696,0.6298126586517363,2
4.634534340002257,0.2194773216298528,2
4.338604207626304,-0.3378054589839442,2
3.376595920486646,-0.6404697776887271,2
2.987333324834903,-0.9973690644109708,1
2.649075625546082,-1.2161794374180719,1
2.4571844023093607,-1.5040765181987275,1
2.6158988140284785,-1.6529599639970234,1
2.708229321886247,-1.8710487063042605,1
2.6371018114987193,-1.8628626909896386,1
2.474752218471952,-1.86537553652437,1
2.1955714402032624,-1.721447694364808,1
2.397615140615917,-1.5196641073516959,1
2.338073563814537,-1.2895786831546254,1
